_id,ANO,CODIGO_LOCALIDAD,NOMBRE_LOCALIDAD,SEXO,EDAD,CURSODEVIDA,GRUPOEDAD,POBLACION
1,2005,0,Bogotá,Hombres,6,Infancia,00 a 11,67184
2,2005,0,Bogotá,Hombres,7,Infancia,00 a 11,68940
3,2005,0,Bogotá,Hombres,8,Infancia,00 a 11,70568
4,2005,0,Bogotá,Hombres,9,Infancia,00 a 11,71189
5,2005,0,Bogotá,Hombres,10,Infancia,00 a 11,70398
6,2005,0,Bogotá,Hombres,11,Infancia,00 a 11,68703
7,2005,1,Usaquén,Hombres,6,Infancia,00 a 11,3309
8,2005,1,Usaquén,Hombres,7,Infancia,00 a 11,3493
9,2005,1,Usaquén,Hombres,8,Infancia,00 a 11,3619
10,2005,1,Usaquén,Hombres,9,Infancia,00 a 11,3503
11,2005,1,Usaquén,Hombres,10,Infancia,00 a 11,3617
12,2005,1,Usaquén,Hombres,11,Infancia,00 a 11,3392
13,2005,2,Chapinero,Hombres,6,Infancia,00 a 11,616
14,2005,2,Chapinero,Hombres,7,Infancia,00 a 11,732
15,2005,2,Chapinero,Hombres,8,Infancia,00 a 11,750
16,2005,2,Chapinero,Hombres,9,Infancia,00 a 11,725
17,2005,2,Chapinero,Hombres,10,Infancia,00 a 11,710
18,2005,2,Chapinero,Hombres,11,Infancia,00 a 11,705
19,2005,3,Santa Fe,Hombres,6,Infancia,00 a 11,936
20,2005,3,Santa Fe,Hombres,7,Infancia,00 a 11,1006
21,2005,3,Santa Fe,Hombres,8,Infancia,00 a 11,1001
22,2005,3,Santa Fe,Hombres,9,Infancia,00 a 11,963
23,2005,3,Santa Fe,Hombres,10,Infancia,00 a 11,1013
24,2005,3,Santa Fe,Hombres,11,Infancia,00 a 11,985
25,2005,4,San Cristóbal,Hombres,6,Infancia,00 a 11,4450
26,2005,4,San Cristóbal,Hombres,7,Infancia,00 a 11,4641
27,2005,4,San Cristóbal,Hombres,8,Infancia,00 a 11,4695
28,2005,4,San Cristóbal,Hombres,9,Infancia,00 a 11,4752
29,2005,4,San Cristóbal,Hombres,10,Infancia,00 a 11,4939
30,2005,4,San Cristóbal,Hombres,11,Infancia,00 a 11,4573
31,2005,5,Usme,Hombres,6,Infancia,00 a 11,3698
32,2005,5,Usme,Hombres,7,Infancia,00 a 11,3825
33,2005,5,Usme,Hombres,8,Infancia,00 a 11,3826
34,2005,5,Usme,Hombres,9,Infancia,00 a 11,3972
35,2005,5,Usme,Hombres,10,Infancia,00 a 11,3990
36,2005,5,Usme,Hombres,11,Infancia,00 a 11,3770
37,2005,6,Tunjuelito,Hombres,6,Infancia,00 a 11,1891
38,2005,6,Tunjuelito,Hombres,7,Infancia,00 a 11,1856
39,2005,6,Tunjuelito,Hombres,8,Infancia,00 a 11,1971
40,2005,6,Tunjuelito,Hombres,9,Infancia,00 a 11,2046
41,2005,6,Tunjuelito,Hombres,10,Infancia,00 a 11,1944
42,2005,6,Tunjuelito,Hombres,11,Infancia,00 a 11,1920
43,2005,7,Bosa,Hombres,6,Infancia,00 a 11,6124
44,2005,7,Bosa,Hombres,7,Infancia,00 a 11,6027
45,2005,7,Bosa,Hombres,8,Infancia,00 a 11,6320
46,2005,7,Bosa,Hombres,9,Infancia,00 a 11,6429
47,2005,7,Bosa,Hombres,10,Infancia,00 a 11,6018
48,2005,7,Bosa,Hombres,11,Infancia,00 a 11,6033
49,2005,8,Kennedy,Hombres,6,Infancia,00 a 11,9466
50,2005,8,Kennedy,Hombres,7,Infancia,00 a 11,9852
51,2005,8,Kennedy,Hombres,8,Infancia,00 a 11,10292
52,2005,8,Kennedy,Hombres,9,Infancia,00 a 11,10165
53,2005,8,Kennedy,Hombres,10,Infancia,00 a 11,9909
54,2005,8,Kennedy,Hombres,11,Infancia,00 a 11,9895
55,2005,9,Fontibón,Hombres,6,Infancia,00 a 11,2721
56,2005,9,Fontibón,Hombres,7,Infancia,00 a 11,2859
57,2005,9,Fontibón,Hombres,8,Infancia,00 a 11,2953
58,2005,9,Fontibón,Hombres,9,Infancia,00 a 11,3040
59,2005,9,Fontibón,Hombres,10,Infancia,00 a 11,2930
60,2005,9,Fontibón,Hombres,11,Infancia,00 a 11,2872
61,2005,10,Engativá,Hombres,6,Infancia,00 a 11,7354
62,2005,10,Engativá,Hombres,7,Infancia,00 a 11,7303
63,2005,10,Engativá,Hombres,8,Infancia,00 a 11,7646
64,2005,10,Engativá,Hombres,9,Infancia,00 a 11,7667
65,2005,10,Engativá,Hombres,10,Infancia,00 a 11,7535
66,2005,10,Engativá,Hombres,11,Infancia,00 a 11,7453
67,2005,11,Suba,Hombres,6,Infancia,00 a 11,8841
68,2005,11,Suba,Hombres,7,Infancia,00 a 11,9207
69,2005,11,Suba,Hombres,8,Infancia,00 a 11,9184
70,2005,11,Suba,Hombres,9,Infancia,00 a 11,9294
71,2005,11,Suba,Hombres,10,Infancia,00 a 11,9337
72,2005,11,Suba,Hombres,11,Infancia,00 a 11,9017
73,2005,12,Barrios Unidos,Hombres,6,Infancia,00 a 11,1963
74,2005,12,Barrios Unidos,Hombres,7,Infancia,00 a 11,1750
75,2005,12,Barrios Unidos,Hombres,8,Infancia,00 a 11,1648
76,2005,12,Barrios Unidos,Hombres,9,Infancia,00 a 11,1718
77,2005,12,Barrios Unidos,Hombres,10,Infancia,00 a 11,1819
78,2005,12,Barrios Unidos,Hombres,11,Infancia,00 a 11,1682
79,2005,13,Teusaquillo,Hombres,6,Infancia,00 a 11,783
80,2005,13,Teusaquillo,Hombres,7,Infancia,00 a 11,807
81,2005,13,Teusaquillo,Hombres,8,Infancia,00 a 11,818
82,2005,13,Teusaquillo,Hombres,9,Infancia,00 a 11,881
83,2005,13,Teusaquillo,Hombres,10,Infancia,00 a 11,835
84,2005,13,Teusaquillo,Hombres,11,Infancia,00 a 11,856
85,2005,14,Los Mártires,Hombres,6,Infancia,00 a 11,774
86,2005,14,Los Mártires,Hombres,7,Infancia,00 a 11,778
87,2005,14,Los Mártires,Hombres,8,Infancia,00 a 11,802
88,2005,14,Los Mártires,Hombres,9,Infancia,00 a 11,781
89,2005,14,Los Mártires,Hombres,10,Infancia,00 a 11,841
90,2005,14,Los Mártires,Hombres,11,Infancia,00 a 11,896
91,2005,15,Antonio Nariño,Hombres,6,Infancia,00 a 11,1041
92,2005,15,Antonio Nariño,Hombres,7,Infancia,00 a 11,1083
93,2005,15,Antonio Nariño,Hombres,8,Infancia,00 a 11,1142
94,2005,15,Antonio Nariño,Hombres,9,Infancia,00 a 11,1120
95,2005,15,Antonio Nariño,Hombres,10,Infancia,00 a 11,1127
96,2005,15,Antonio Nariño,Hombres,11,Infancia,00 a 11,1114
97,2005,16,Puente Aranda,Hombres,6,Infancia,00 a 11,2039
98,2005,16,Puente Aranda,Hombres,7,Infancia,00 a 11,2222
99,2005,16,Puente Aranda,Hombres,8,Infancia,00 a 11,2139
100,2005,16,Puente Aranda,Hombres,9,Infancia,00 a 11,2266
101,2005,16,Puente Aranda,Hombres,10,Infancia,00 a 11,2220
102,2005,16,Puente Aranda,Hombres,11,Infancia,00 a 11,2250
103,2005,17,La Candelaria,Hombres,6,Infancia,00 a 11,193
104,2005,17,La Candelaria,Hombres,7,Infancia,00 a 11,150
105,2005,17,La Candelaria,Hombres,8,Infancia,00 a 11,170
106,2005,17,La Candelaria,Hombres,9,Infancia,00 a 11,169
107,2005,17,La Candelaria,Hombres,10,Infancia,00 a 11,176
108,2005,17,La Candelaria,Hombres,11,Infancia,00 a 11,151
109,2005,18,Rafael Uribe Uribe,Hombres,6,Infancia,00 a 11,3808
110,2005,18,Rafael Uribe Uribe,Hombres,7,Infancia,00 a 11,4083
111,2005,18,Rafael Uribe Uribe,Hombres,8,Infancia,00 a 11,4228
112,2005,18,Rafael Uribe Uribe,Hombres,9,Infancia,00 a 11,4160
113,2005,18,Rafael Uribe Uribe,Hombres,10,Infancia,00 a 11,4082
114,2005,18,Rafael Uribe Uribe,Hombres,11,Infancia,00 a 11,3976
115,2005,19,Ciudad Bolívar,Hombres,6,Infancia,00 a 11,7082
116,2005,19,Ciudad Bolívar,Hombres,7,Infancia,00 a 11,7197
117,2005,19,Ciudad Bolívar,Hombres,8,Infancia,00 a 11,7278
118,2005,19,Ciudad Bolívar,Hombres,9,Infancia,00 a 11,7431
119,2005,19,Ciudad Bolívar,Hombres,10,Infancia,00 a 11,7264
120,2005,19,Ciudad Bolívar,Hombres,11,Infancia,00 a 11,7085
121,2005,20,Sumapaz,Hombres,6,Infancia,00 a 11,95
122,2005,20,Sumapaz,Hombres,7,Infancia,00 a 11,69
123,2005,20,Sumapaz,Hombres,8,Infancia,00 a 11,86
124,2005,20,Sumapaz,Hombres,9,Infancia,00 a 11,107
125,2005,20,Sumapaz,Hombres,10,Infancia,00 a 11,92
126,2005,20,Sumapaz,Hombres,11,Infancia,00 a 11,78
127,2005,0,Bogotá,Hombres,0,Primera Infancia,00 a 11,59131
128,2005,0,Bogotá,Hombres,1,Primera Infancia,00 a 11,59872
129,2005,0,Bogotá,Hombres,2,Primera Infancia,00 a 11,60722
130,2005,0,Bogotá,Hombres,3,Primera Infancia,00 a 11,61644
131,2005,0,Bogotá,Hombres,4,Primera Infancia,00 a 11,62973
132,2005,0,Bogotá,Hombres,5,Primera Infancia,00 a 11,64983
133,2005,1,Usaquén,Hombres,0,Primera Infancia,00 a 11,2909
134,2005,1,Usaquén,Hombres,1,Primera Infancia,00 a 11,2954
135,2005,1,Usaquén,Hombres,2,Primera Infancia,00 a 11,2919
136,2005,1,Usaquén,Hombres,3,Primera Infancia,00 a 11,2989
137,2005,1,Usaquén,Hombres,4,Primera Infancia,00 a 11,3079
138,2005,1,Usaquén,Hombres,5,Primera Infancia,00 a 11,3245
139,2005,2,Chapinero,Hombres,0,Primera Infancia,00 a 11,716
140,2005,2,Chapinero,Hombres,1,Primera Infancia,00 a 11,700
141,2005,2,Chapinero,Hombres,2,Primera Infancia,00 a 11,659
142,2005,2,Chapinero,Hombres,3,Primera Infancia,00 a 11,654
143,2005,2,Chapinero,Hombres,4,Primera Infancia,00 a 11,617
144,2005,2,Chapinero,Hombres,5,Primera Infancia,00 a 11,682
145,2005,3,Santa Fe,Hombres,0,Primera Infancia,00 a 11,859
146,2005,3,Santa Fe,Hombres,1,Primera Infancia,00 a 11,891
147,2005,3,Santa Fe,Hombres,2,Primera Infancia,00 a 11,866
148,2005,3,Santa Fe,Hombres,3,Primera Infancia,00 a 11,860
149,2005,3,Santa Fe,Hombres,4,Primera Infancia,00 a 11,914
150,2005,3,Santa Fe,Hombres,5,Primera Infancia,00 a 11,984
151,2005,4,San Cristóbal,Hombres,0,Primera Infancia,00 a 11,3862
152,2005,4,San Cristóbal,Hombres,1,Primera Infancia,00 a 11,3753
153,2005,4,San Cristóbal,Hombres,2,Primera Infancia,00 a 11,3935
154,2005,4,San Cristóbal,Hombres,3,Primera Infancia,00 a 11,4107
155,2005,4,San Cristóbal,Hombres,4,Primera Infancia,00 a 11,4223
156,2005,4,San Cristóbal,Hombres,5,Primera Infancia,00 a 11,4402
157,2005,5,Usme,Hombres,0,Primera Infancia,00 a 11,3100
158,2005,5,Usme,Hombres,1,Primera Infancia,00 a 11,3116
159,2005,5,Usme,Hombres,2,Primera Infancia,00 a 11,3379
160,2005,5,Usme,Hombres,3,Primera Infancia,00 a 11,3432
161,2005,5,Usme,Hombres,4,Primera Infancia,00 a 11,3625
162,2005,5,Usme,Hombres,5,Primera Infancia,00 a 11,3586
163,2005,6,Tunjuelito,Hombres,0,Primera Infancia,00 a 11,1630
164,2005,6,Tunjuelito,Hombres,1,Primera Infancia,00 a 11,1553
165,2005,6,Tunjuelito,Hombres,2,Primera Infancia,00 a 11,1645
166,2005,6,Tunjuelito,Hombres,3,Primera Infancia,00 a 11,1577
167,2005,6,Tunjuelito,Hombres,4,Primera Infancia,00 a 11,1699
168,2005,6,Tunjuelito,Hombres,5,Primera Infancia,00 a 11,1794
169,2005,7,Bosa,Hombres,0,Primera Infancia,00 a 11,5051
170,2005,7,Bosa,Hombres,1,Primera Infancia,00 a 11,5350
171,2005,7,Bosa,Hombres,2,Primera Infancia,00 a 11,5319
172,2005,7,Bosa,Hombres,3,Primera Infancia,00 a 11,5539
173,2005,7,Bosa,Hombres,4,Primera Infancia,00 a 11,5436
174,2005,7,Bosa,Hombres,5,Primera Infancia,00 a 11,5595
175,2005,8,Kennedy,Hombres,0,Primera Infancia,00 a 11,9108
176,2005,8,Kennedy,Hombres,1,Primera Infancia,00 a 11,9138
177,2005,8,Kennedy,Hombres,2,Primera Infancia,00 a 11,9069
178,2005,8,Kennedy,Hombres,3,Primera Infancia,00 a 11,9237
179,2005,8,Kennedy,Hombres,4,Primera Infancia,00 a 11,9233
180,2005,8,Kennedy,Hombres,5,Primera Infancia,00 a 11,9541
181,2005,9,Fontibón,Hombres,0,Primera Infancia,00 a 11,2495
182,2005,9,Fontibón,Hombres,1,Primera Infancia,00 a 11,2421
183,2005,9,Fontibón,Hombres,2,Primera Infancia,00 a 11,2448
184,2005,9,Fontibón,Hombres,3,Primera Infancia,00 a 11,2594
185,2005,9,Fontibón,Hombres,4,Primera Infancia,00 a 11,2643
186,2005,9,Fontibón,Hombres,5,Primera Infancia,00 a 11,2741
187,2005,10,Engativá,Hombres,0,Primera Infancia,00 a 11,6120
188,2005,10,Engativá,Hombres,1,Primera Infancia,00 a 11,6360
189,2005,10,Engativá,Hombres,2,Primera Infancia,00 a 11,6668
190,2005,10,Engativá,Hombres,3,Primera Infancia,00 a 11,6547
191,2005,10,Engativá,Hombres,4,Primera Infancia,00 a 11,6799
192,2005,10,Engativá,Hombres,5,Primera Infancia,00 a 11,6887
193,2005,11,Suba,Hombres,0,Primera Infancia,00 a 11,7647
194,2005,11,Suba,Hombres,1,Primera Infancia,00 a 11,7864
195,2005,11,Suba,Hombres,2,Primera Infancia,00 a 11,7866
196,2005,11,Suba,Hombres,3,Primera Infancia,00 a 11,8196
197,2005,11,Suba,Hombres,4,Primera Infancia,00 a 11,8250
198,2005,11,Suba,Hombres,5,Primera Infancia,00 a 11,8446
199,2005,12,Barrios Unidos,Hombres,0,Primera Infancia,00 a 11,1437
200,2005,12,Barrios Unidos,Hombres,1,Primera Infancia,00 a 11,1453
201,2005,12,Barrios Unidos,Hombres,2,Primera Infancia,00 a 11,1356
202,2005,12,Barrios Unidos,Hombres,3,Primera Infancia,00 a 11,1489
203,2005,12,Barrios Unidos,Hombres,4,Primera Infancia,00 a 11,1516
204,2005,12,Barrios Unidos,Hombres,5,Primera Infancia,00 a 11,1599
205,2005,13,Teusaquillo,Hombres,0,Primera Infancia,00 a 11,703
206,2005,13,Teusaquillo,Hombres,1,Primera Infancia,00 a 11,678
207,2005,13,Teusaquillo,Hombres,2,Primera Infancia,00 a 11,749
208,2005,13,Teusaquillo,Hombres,3,Primera Infancia,00 a 11,695
209,2005,13,Teusaquillo,Hombres,4,Primera Infancia,00 a 11,735
210,2005,13,Teusaquillo,Hombres,5,Primera Infancia,00 a 11,733
211,2005,14,Los Mártires,Hombres,0,Primera Infancia,00 a 11,807
212,2005,14,Los Mártires,Hombres,1,Primera Infancia,00 a 11,741
213,2005,14,Los Mártires,Hombres,2,Primera Infancia,00 a 11,815
214,2005,14,Los Mártires,Hombres,3,Primera Infancia,00 a 11,743
215,2005,14,Los Mártires,Hombres,4,Primera Infancia,00 a 11,732
216,2005,14,Los Mártires,Hombres,5,Primera Infancia,00 a 11,763
217,2005,15,Antonio Nariño,Hombres,0,Primera Infancia,00 a 11,1043
218,2005,15,Antonio Nariño,Hombres,1,Primera Infancia,00 a 11,927
219,2005,15,Antonio Nariño,Hombres,2,Primera Infancia,00 a 11,977
220,2005,15,Antonio Nariño,Hombres,3,Primera Infancia,00 a 11,967
221,2005,15,Antonio Nariño,Hombres,4,Primera Infancia,00 a 11,1003
222,2005,15,Antonio Nariño,Hombres,5,Primera Infancia,00 a 11,1006
223,2005,16,Puente Aranda,Hombres,0,Primera Infancia,00 a 11,1830
224,2005,16,Puente Aranda,Hombres,1,Primera Infancia,00 a 11,1970
225,2005,16,Puente Aranda,Hombres,2,Primera Infancia,00 a 11,1833
226,2005,16,Puente Aranda,Hombres,3,Primera Infancia,00 a 11,1952
227,2005,16,Puente Aranda,Hombres,4,Primera Infancia,00 a 11,1946
228,2005,16,Puente Aranda,Hombres,5,Primera Infancia,00 a 11,2022
229,2005,17,La Candelaria,Hombres,0,Primera Infancia,00 a 11,152
230,2005,17,La Candelaria,Hombres,1,Primera Infancia,00 a 11,126
231,2005,17,La Candelaria,Hombres,2,Primera Infancia,00 a 11,140
232,2005,17,La Candelaria,Hombres,3,Primera Infancia,00 a 11,154
233,2005,17,La Candelaria,Hombres,4,Primera Infancia,00 a 11,165
234,2005,17,La Candelaria,Hombres,5,Primera Infancia,00 a 11,204
235,2005,18,Rafael Uribe Uribe,Hombres,0,Primera Infancia,00 a 11,3386
236,2005,18,Rafael Uribe Uribe,Hombres,1,Primera Infancia,00 a 11,3497
237,2005,18,Rafael Uribe Uribe,Hombres,2,Primera Infancia,00 a 11,3421
238,2005,18,Rafael Uribe Uribe,Hombres,3,Primera Infancia,00 a 11,3412
239,2005,18,Rafael Uribe Uribe,Hombres,4,Primera Infancia,00 a 11,3668
240,2005,18,Rafael Uribe Uribe,Hombres,5,Primera Infancia,00 a 11,3852
241,2005,19,Ciudad Bolívar,Hombres,0,Primera Infancia,00 a 11,6197
242,2005,19,Ciudad Bolívar,Hombres,1,Primera Infancia,00 a 11,6280
243,2005,19,Ciudad Bolívar,Hombres,2,Primera Infancia,00 a 11,6565
244,2005,19,Ciudad Bolívar,Hombres,3,Primera Infancia,00 a 11,6420
245,2005,19,Ciudad Bolívar,Hombres,4,Primera Infancia,00 a 11,6615
246,2005,19,Ciudad Bolívar,Hombres,5,Primera Infancia,00 a 11,6818
247,2005,20,Sumapaz,Hombres,0,Primera Infancia,00 a 11,79
248,2005,20,Sumapaz,Hombres,1,Primera Infancia,00 a 11,100
249,2005,20,Sumapaz,Hombres,2,Primera Infancia,00 a 11,93
250,2005,20,Sumapaz,Hombres,3,Primera Infancia,00 a 11,80
251,2005,20,Sumapaz,Hombres,4,Primera Infancia,00 a 11,75
252,2005,20,Sumapaz,Hombres,5,Primera Infancia,00 a 11,83
253,2005,0,Bogotá,Hombres,12,Adolescencia,12 a 17,67142
254,2005,0,Bogotá,Hombres,13,Adolescencia,12 a 17,65606
255,2005,0,Bogotá,Hombres,14,Adolescencia,12 a 17,63998
256,2005,0,Bogotá,Hombres,15,Adolescencia,12 a 17,62463
257,2005,0,Bogotá,Hombres,16,Adolescencia,12 a 17,61119
258,2005,0,Bogotá,Hombres,17,Adolescencia,12 a 17,60092
259,2005,1,Usaquén,Hombres,12,Adolescencia,12 a 17,3584
260,2005,1,Usaquén,Hombres,13,Adolescencia,12 a 17,3380
261,2005,1,Usaquén,Hombres,14,Adolescencia,12 a 17,3239
262,2005,1,Usaquén,Hombres,15,Adolescencia,12 a 17,3363
263,2005,1,Usaquén,Hombres,16,Adolescencia,12 a 17,3255
264,2005,1,Usaquén,Hombres,17,Adolescencia,12 a 17,3455
265,2005,2,Chapinero,Hombres,12,Adolescencia,12 a 17,757
266,2005,2,Chapinero,Hombres,13,Adolescencia,12 a 17,718
267,2005,2,Chapinero,Hombres,14,Adolescencia,12 a 17,709
268,2005,2,Chapinero,Hombres,15,Adolescencia,12 a 17,707
269,2005,2,Chapinero,Hombres,16,Adolescencia,12 a 17,710
270,2005,2,Chapinero,Hombres,17,Adolescencia,12 a 17,891
271,2005,3,Santa Fe,Hombres,12,Adolescencia,12 a 17,1021
272,2005,3,Santa Fe,Hombres,13,Adolescencia,12 a 17,947
273,2005,3,Santa Fe,Hombres,14,Adolescencia,12 a 17,895
274,2005,3,Santa Fe,Hombres,15,Adolescencia,12 a 17,933
275,2005,3,Santa Fe,Hombres,16,Adolescencia,12 a 17,910
276,2005,3,Santa Fe,Hombres,17,Adolescencia,12 a 17,882
277,2005,4,San Cristóbal,Hombres,12,Adolescencia,12 a 17,4595
278,2005,4,San Cristóbal,Hombres,13,Adolescencia,12 a 17,4472
279,2005,4,San Cristóbal,Hombres,14,Adolescencia,12 a 17,4400
280,2005,4,San Cristóbal,Hombres,15,Adolescencia,12 a 17,4369
281,2005,4,San Cristóbal,Hombres,16,Adolescencia,12 a 17,4154
282,2005,4,San Cristóbal,Hombres,17,Adolescencia,12 a 17,4041
283,2005,5,Usme,Hombres,12,Adolescencia,12 a 17,3848
284,2005,5,Usme,Hombres,13,Adolescencia,12 a 17,3614
285,2005,5,Usme,Hombres,14,Adolescencia,12 a 17,3455
286,2005,5,Usme,Hombres,15,Adolescencia,12 a 17,3503
287,2005,5,Usme,Hombres,16,Adolescencia,12 a 17,3221
288,2005,5,Usme,Hombres,17,Adolescencia,12 a 17,3261
289,2005,6,Tunjuelito,Hombres,12,Adolescencia,12 a 17,1975
290,2005,6,Tunjuelito,Hombres,13,Adolescencia,12 a 17,1847
291,2005,6,Tunjuelito,Hombres,14,Adolescencia,12 a 17,1832
292,2005,6,Tunjuelito,Hombres,15,Adolescencia,12 a 17,1778
293,2005,6,Tunjuelito,Hombres,16,Adolescencia,12 a 17,1705
294,2005,6,Tunjuelito,Hombres,17,Adolescencia,12 a 17,1745
295,2005,7,Bosa,Hombres,12,Adolescencia,12 a 17,5620
296,2005,7,Bosa,Hombres,13,Adolescencia,12 a 17,5574
297,2005,7,Bosa,Hombres,14,Adolescencia,12 a 17,5556
298,2005,7,Bosa,Hombres,15,Adolescencia,12 a 17,5115
299,2005,7,Bosa,Hombres,16,Adolescencia,12 a 17,5123
300,2005,7,Bosa,Hombres,17,Adolescencia,12 a 17,4775
301,2005,8,Kennedy,Hombres,12,Adolescencia,12 a 17,9017
302,2005,8,Kennedy,Hombres,13,Adolescencia,12 a 17,9154
303,2005,8,Kennedy,Hombres,14,Adolescencia,12 a 17,8910
304,2005,8,Kennedy,Hombres,15,Adolescencia,12 a 17,8387
305,2005,8,Kennedy,Hombres,16,Adolescencia,12 a 17,8580
306,2005,8,Kennedy,Hombres,17,Adolescencia,12 a 17,7793
307,2005,9,Fontibón,Hombres,12,Adolescencia,12 a 17,2893
308,2005,9,Fontibón,Hombres,13,Adolescencia,12 a 17,2678
309,2005,9,Fontibón,Hombres,14,Adolescencia,12 a 17,2764
310,2005,9,Fontibón,Hombres,15,Adolescencia,12 a 17,2663
311,2005,9,Fontibón,Hombres,16,Adolescencia,12 a 17,2435
312,2005,9,Fontibón,Hombres,17,Adolescencia,12 a 17,2537
313,2005,10,Engativá,Hombres,12,Adolescencia,12 a 17,7229
314,2005,10,Engativá,Hombres,13,Adolescencia,12 a 17,7324
315,2005,10,Engativá,Hombres,14,Adolescencia,12 a 17,6955
316,2005,10,Engativá,Hombres,15,Adolescencia,12 a 17,6829
317,2005,10,Engativá,Hombres,16,Adolescencia,12 a 17,6696
318,2005,10,Engativá,Hombres,17,Adolescencia,12 a 17,6661
319,2005,11,Suba,Hombres,12,Adolescencia,12 a 17,8964
320,2005,11,Suba,Hombres,13,Adolescencia,12 a 17,8833
321,2005,11,Suba,Hombres,14,Adolescencia,12 a 17,8367
322,2005,11,Suba,Hombres,15,Adolescencia,12 a 17,8178
323,2005,11,Suba,Hombres,16,Adolescencia,12 a 17,8089
324,2005,11,Suba,Hombres,17,Adolescencia,12 a 17,7917
325,2005,12,Barrios Unidos,Hombres,12,Adolescencia,12 a 17,1419
326,2005,12,Barrios Unidos,Hombres,13,Adolescencia,12 a 17,1658
327,2005,12,Barrios Unidos,Hombres,14,Adolescencia,12 a 17,1653
328,2005,12,Barrios Unidos,Hombres,15,Adolescencia,12 a 17,1512
329,2005,12,Barrios Unidos,Hombres,16,Adolescencia,12 a 17,1546
330,2005,12,Barrios Unidos,Hombres,17,Adolescencia,12 a 17,1554
331,2005,13,Teusaquillo,Hombres,12,Adolescencia,12 a 17,793
332,2005,13,Teusaquillo,Hombres,13,Adolescencia,12 a 17,813
333,2005,13,Teusaquillo,Hombres,14,Adolescencia,12 a 17,834
334,2005,13,Teusaquillo,Hombres,15,Adolescencia,12 a 17,885
335,2005,13,Teusaquillo,Hombres,16,Adolescencia,12 a 17,838
336,2005,13,Teusaquillo,Hombres,17,Adolescencia,12 a 17,1042
337,2005,14,Los Mártires,Hombres,12,Adolescencia,12 a 17,791
338,2005,14,Los Mártires,Hombres,13,Adolescencia,12 a 17,769
339,2005,14,Los Mártires,Hombres,14,Adolescencia,12 a 17,854
340,2005,14,Los Mártires,Hombres,15,Adolescencia,12 a 17,748
341,2005,14,Los Mártires,Hombres,16,Adolescencia,12 a 17,846
342,2005,14,Los Mártires,Hombres,17,Adolescencia,12 a 17,800
343,2005,15,Antonio Nariño,Hombres,12,Adolescencia,12 a 17,1160
344,2005,15,Antonio Nariño,Hombres,13,Adolescencia,12 a 17,1048
345,2005,15,Antonio Nariño,Hombres,14,Adolescencia,12 a 17,1138
346,2005,15,Antonio Nariño,Hombres,15,Adolescencia,12 a 17,1042
347,2005,15,Antonio Nariño,Hombres,16,Adolescencia,12 a 17,1082
348,2005,15,Antonio Nariño,Hombres,17,Adolescencia,12 a 17,1031
349,2005,16,Puente Aranda,Hombres,12,Adolescencia,12 a 17,2324
350,2005,16,Puente Aranda,Hombres,13,Adolescencia,12 a 17,2127
351,2005,16,Puente Aranda,Hombres,14,Adolescencia,12 a 17,2104
352,2005,16,Puente Aranda,Hombres,15,Adolescencia,12 a 17,2176
353,2005,16,Puente Aranda,Hombres,16,Adolescencia,12 a 17,2174
354,2005,16,Puente Aranda,Hombres,17,Adolescencia,12 a 17,2083
355,2005,17,La Candelaria,Hombres,12,Adolescencia,12 a 17,191
356,2005,17,La Candelaria,Hombres,13,Adolescencia,12 a 17,189
357,2005,17,La Candelaria,Hombres,14,Adolescencia,12 a 17,161
358,2005,17,La Candelaria,Hombres,15,Adolescencia,12 a 17,155
359,2005,17,La Candelaria,Hombres,16,Adolescencia,12 a 17,262
360,2005,17,La Candelaria,Hombres,17,Adolescencia,12 a 17,192
361,2005,18,Rafael Uribe Uribe,Hombres,12,Adolescencia,12 a 17,4034
362,2005,18,Rafael Uribe Uribe,Hombres,13,Adolescencia,12 a 17,3873
363,2005,18,Rafael Uribe Uribe,Hombres,14,Adolescencia,12 a 17,3813
364,2005,18,Rafael Uribe Uribe,Hombres,15,Adolescencia,12 a 17,3828
365,2005,18,Rafael Uribe Uribe,Hombres,16,Adolescencia,12 a 17,3526
366,2005,18,Rafael Uribe Uribe,Hombres,17,Adolescencia,12 a 17,3588
367,2005,19,Ciudad Bolívar,Hombres,12,Adolescencia,12 a 17,6841
368,2005,19,Ciudad Bolívar,Hombres,13,Adolescencia,12 a 17,6508
369,2005,19,Ciudad Bolívar,Hombres,14,Adolescencia,12 a 17,6283
370,2005,19,Ciudad Bolívar,Hombres,15,Adolescencia,12 a 17,6223
371,2005,19,Ciudad Bolívar,Hombres,16,Adolescencia,12 a 17,5904
372,2005,19,Ciudad Bolívar,Hombres,17,Adolescencia,12 a 17,5775
373,2005,20,Sumapaz,Hombres,12,Adolescencia,12 a 17,86
374,2005,20,Sumapaz,Hombres,13,Adolescencia,12 a 17,80
375,2005,20,Sumapaz,Hombres,14,Adolescencia,12 a 17,76
376,2005,20,Sumapaz,Hombres,15,Adolescencia,12 a 17,69
377,2005,20,Sumapaz,Hombres,16,Adolescencia,12 a 17,63
378,2005,20,Sumapaz,Hombres,17,Adolescencia,12 a 17,69
379,2005,0,Bogotá,Hombres,18,Juventud,18 a 28,59472
380,2005,0,Bogotá,Hombres,19,Juventud,18 a 28,59368
381,2005,0,Bogotá,Hombres,20,Juventud,18 a 28,59778
