_id,ANO,CODIGO_LOCALIDAD,NOMBRE_LOCALIDAD,SEXO,EDAD,CURSODEVIDA,GRUPOEDAD,POBLACION
33754,2012,16,Puente Aranda,Mujeres,82,Vejez,60 o más,324
33755,2012,16,Puente Aranda,Mujeres,83,Vejez,60 o más,288
33756,2012,16,Puente Aranda,Mujeres,84,Vejez,60 o más,254
33757,2012,16,Puente Aranda,Mujeres,85,Vejez,60 o más,216
33758,2012,16,Puente Aranda,Mujeres,86,Vejez,60 o más,210
33759,2012,16,Puente Aranda,Mujeres,87,Vejez,60 o más,160
33760,2012,16,Puente Aranda,Mujeres,88,Vejez,60 o más,146
33761,2012,16,Puente Aranda,Mujeres,89,Vejez,60 o más,126
33762,2012,16,Puente Aranda,Mujeres,90,Vejez,60 o más,112
33763,2012,16,Puente Aranda,Mujeres,91,Vejez,60 o más,103
33764,2012,16,Puente Aranda,Mujeres,92,Vejez,60 o más,87
33765,2012,16,Puente Aranda,Mujeres,93,Vejez,60 o más,88
33766,2012,16,Puente Aranda,Mujeres,94,Vejez,60 o más,53
33767,2012,16,Puente Aranda,Mujeres,95,Vejez,60 o más,41
33768,2012,16,Puente Aranda,Mujeres,96,Vejez,60 o más,30
33769,2012,16,Puente Aranda,Mujeres,97,Vejez,60 o más,32
33770,2012,16,Puente Aranda,Mujeres,98,Vejez,60 o más,15
33771,2012,16,Puente Aranda,Mujeres,99,Vejez,60 o más,17
33772,2012,16,Puente Aranda,Mujeres,100,Vejez,60 o más,54
33773,2012,17,La Candelaria,Mujeres,60,Vejez,60 o más,105
33774,2012,17,La Candelaria,Mujeres,61,Vejez,60 o más,84
33775,2012,17,La Candelaria,Mujeres,62,Vejez,60 o más,76
33776,2012,17,La Candelaria,Mujeres,63,Vejez,60 o más,75
33777,2012,17,La Candelaria,Mujeres,64,Vejez,60 o más,93
33778,2012,17,La Candelaria,Mujeres,65,Vejez,60 o más,71
33779,2012,17,La Candelaria,Mujeres,66,Vejez,60 o más,61
33780,2012,17,La Candelaria,Mujeres,67,Vejez,60 o más,52
33781,2012,17,La Candelaria,Mujeres,68,Vejez,60 o más,48
33782,2012,17,La Candelaria,Mujeres,69,Vejez,60 o más,48
33783,2012,17,La Candelaria,Mujeres,70,Vejez,60 o más,46
33784,2012,17,La Candelaria,Mujeres,71,Vejez,60 o más,47
33785,2012,17,La Candelaria,Mujeres,72,Vejez,60 o más,39
33786,2012,17,La Candelaria,Mujeres,73,Vejez,60 o más,32
33787,2012,17,La Candelaria,Mujeres,74,Vejez,60 o más,39
33788,2012,17,La Candelaria,Mujeres,75,Vejez,60 o más,32
33789,2012,17,La Candelaria,Mujeres,76,Vejez,60 o más,33
33790,2012,17,La Candelaria,Mujeres,77,Vejez,60 o más,26
33791,2012,17,La Candelaria,Mujeres,78,Vejez,60 o más,28
33792,2012,17,La Candelaria,Mujeres,79,Vejez,60 o más,20
33793,2012,17,La Candelaria,Mujeres,80,Vejez,60 o más,23
33794,2012,17,La Candelaria,Mujeres,81,Vejez,60 o más,21
33795,2012,17,La Candelaria,Mujeres,82,Vejez,60 o más,18
33796,2012,17,La Candelaria,Mujeres,83,Vejez,60 o más,22
33797,2012,17,La Candelaria,Mujeres,84,Vejez,60 o más,27
33798,2012,17,La Candelaria,Mujeres,85,Vejez,60 o más,16
33799,2012,17,La Candelaria,Mujeres,86,Vejez,60 o más,10
33800,2012,17,La Candelaria,Mujeres,87,Vejez,60 o más,12
33801,2012,17,La Candelaria,Mujeres,88,Vejez,60 o más,11
33802,2012,17,La Candelaria,Mujeres,89,Vejez,60 o más,10
33803,2012,17,La Candelaria,Mujeres,90,Vejez,60 o más,8
33804,2012,17,La Candelaria,Mujeres,91,Vejez,60 o más,8
33805,2012,17,La Candelaria,Mujeres,92,Vejez,60 o más,5
33806,2012,17,La Candelaria,Mujeres,93,Vejez,60 o más,5
33807,2012,17,La Candelaria,Mujeres,94,Vejez,60 o más,2
33808,2012,17,La Candelaria,Mujeres,95,Vejez,60 o más,3
33809,2012,17,La Candelaria,Mujeres,96,Vejez,60 o más,4
33810,2012,17,La Candelaria,Mujeres,97,Vejez,60 o más,3
33811,2012,17,La Candelaria,Mujeres,98,Vejez,60 o más,3
33812,2012,17,La Candelaria,Mujeres,99,Vejez,60 o más,1
33813,2012,17,La Candelaria,Mujeres,100,Vejez,60 o más,6
33814,2012,18,Rafael Uribe Uribe,Mujeres,60,Vejez,60 o más,1407
33815,2012,18,Rafael Uribe Uribe,Mujeres,61,Vejez,60 o más,1340
33816,2012,18,Rafael Uribe Uribe,Mujeres,62,Vejez,60 o más,1322
33817,2012,18,Rafael Uribe Uribe,Mujeres,63,Vejez,60 o más,1222
33818,2012,18,Rafael Uribe Uribe,Mujeres,64,Vejez,60 o más,1162
33819,2012,18,Rafael Uribe Uribe,Mujeres,65,Vejez,60 o más,1056
33820,2012,18,Rafael Uribe Uribe,Mujeres,66,Vejez,60 o más,1026
33821,2012,18,Rafael Uribe Uribe,Mujeres,67,Vejez,60 o más,970
33822,2012,18,Rafael Uribe Uribe,Mujeres,68,Vejez,60 o más,914
33823,2012,18,Rafael Uribe Uribe,Mujeres,69,Vejez,60 o más,811
33824,2012,18,Rafael Uribe Uribe,Mujeres,70,Vejez,60 o más,734
33825,2012,18,Rafael Uribe Uribe,Mujeres,71,Vejez,60 o más,689
33826,2012,18,Rafael Uribe Uribe,Mujeres,72,Vejez,60 o más,619
33827,2012,18,Rafael Uribe Uribe,Mujeres,73,Vejez,60 o más,552
33828,2012,18,Rafael Uribe Uribe,Mujeres,74,Vejez,60 o más,563
33829,2012,18,Rafael Uribe Uribe,Mujeres,75,Vejez,60 o más,512
33830,2012,18,Rafael Uribe Uribe,Mujeres,76,Vejez,60 o más,469
33831,2012,18,Rafael Uribe Uribe,Mujeres,77,Vejez,60 o más,456
33832,2012,18,Rafael Uribe Uribe,Mujeres,78,Vejez,60 o más,437
33833,2012,18,Rafael Uribe Uribe,Mujeres,79,Vejez,60 o más,365
33834,2012,18,Rafael Uribe Uribe,Mujeres,80,Vejez,60 o más,357
33835,2012,18,Rafael Uribe Uribe,Mujeres,81,Vejez,60 o más,336
33836,2012,18,Rafael Uribe Uribe,Mujeres,82,Vejez,60 o más,282
33837,2012,18,Rafael Uribe Uribe,Mujeres,83,Vejez,60 o más,292
33838,2012,18,Rafael Uribe Uribe,Mujeres,84,Vejez,60 o más,319
33839,2012,18,Rafael Uribe Uribe,Mujeres,85,Vejez,60 o más,215
33840,2012,18,Rafael Uribe Uribe,Mujeres,86,Vejez,60 o más,192
33841,2012,18,Rafael Uribe Uribe,Mujeres,87,Vejez,60 o más,161
33842,2012,18,Rafael Uribe Uribe,Mujeres,88,Vejez,60 o más,154
33843,2012,18,Rafael Uribe Uribe,Mujeres,89,Vejez,60 o más,118
33844,2012,18,Rafael Uribe Uribe,Mujeres,90,Vejez,60 o más,105
33845,2012,18,Rafael Uribe Uribe,Mujeres,91,Vejez,60 o más,91
33846,2012,18,Rafael Uribe Uribe,Mujeres,92,Vejez,60 o más,79
33847,2012,18,Rafael Uribe Uribe,Mujeres,93,Vejez,60 o más,62
33848,2012,18,Rafael Uribe Uribe,Mujeres,94,Vejez,60 o más,37
33849,2012,18,Rafael Uribe Uribe,Mujeres,95,Vejez,60 o más,27
33850,2012,18,Rafael Uribe Uribe,Mujeres,96,Vejez,60 o más,26
33851,2012,18,Rafael Uribe Uribe,Mujeres,97,Vejez,60 o más,26
33852,2012,18,Rafael Uribe Uribe,Mujeres,98,Vejez,60 o más,26
33853,2012,18,Rafael Uribe Uribe,Mujeres,99,Vejez,60 o más,10
33854,2012,18,Rafael Uribe Uribe,Mujeres,100,Vejez,60 o más,44
33855,2012,19,Ciudad Bolívar,Mujeres,60,Vejez,60 o más,1911
33856,2012,19,Ciudad Bolívar,Mujeres,61,Vejez,60 o más,1838
33857,2012,19,Ciudad Bolívar,Mujeres,62,Vejez,60 o más,1622
33858,2012,19,Ciudad Bolívar,Mujeres,63,Vejez,60 o más,1591
33859,2012,19,Ciudad Bolívar,Mujeres,64,Vejez,60 o más,1447
33860,2012,19,Ciudad Bolívar,Mujeres,65,Vejez,60 o más,1404
33861,2012,19,Ciudad Bolívar,Mujeres,66,Vejez,60 o más,1207
33862,2012,19,Ciudad Bolívar,Mujeres,67,Vejez,60 o más,1108
33863,2012,19,Ciudad Bolívar,Mujeres,68,Vejez,60 o más,1075
33864,2012,19,Ciudad Bolívar,Mujeres,69,Vejez,60 o más,930
33865,2012,19,Ciudad Bolívar,Mujeres,70,Vejez,60 o más,890
33866,2012,19,Ciudad Bolívar,Mujeres,71,Vejez,60 o más,753
33867,2012,19,Ciudad Bolívar,Mujeres,72,Vejez,60 o más,716
33868,2012,19,Ciudad Bolívar,Mujeres,73,Vejez,60 o más,702
33869,2012,19,Ciudad Bolívar,Mujeres,74,Vejez,60 o más,618
33870,2012,19,Ciudad Bolívar,Mujeres,75,Vejez,60 o más,530
33871,2012,19,Ciudad Bolívar,Mujeres,76,Vejez,60 o más,484
33872,2012,19,Ciudad Bolívar,Mujeres,77,Vejez,60 o más,433
33873,2012,19,Ciudad Bolívar,Mujeres,78,Vejez,60 o más,424
33874,2012,19,Ciudad Bolívar,Mujeres,79,Vejez,60 o más,366
33875,2012,19,Ciudad Bolívar,Mujeres,80,Vejez,60 o más,328
33876,2012,19,Ciudad Bolívar,Mujeres,81,Vejez,60 o más,307
33877,2012,19,Ciudad Bolívar,Mujeres,82,Vejez,60 o más,261
33878,2012,19,Ciudad Bolívar,Mujeres,83,Vejez,60 o más,247
33879,2012,19,Ciudad Bolívar,Mujeres,84,Vejez,60 o más,215
33880,2012,19,Ciudad Bolívar,Mujeres,85,Vejez,60 o más,182
33881,2012,19,Ciudad Bolívar,Mujeres,86,Vejez,60 o más,156
33882,2012,19,Ciudad Bolívar,Mujeres,87,Vejez,60 o más,131
33883,2012,19,Ciudad Bolívar,Mujeres,88,Vejez,60 o más,121
33884,2012,19,Ciudad Bolívar,Mujeres,89,Vejez,60 o más,87
33885,2012,19,Ciudad Bolívar,Mujeres,90,Vejez,60 o más,73
33886,2012,19,Ciudad Bolívar,Mujeres,91,Vejez,60 o más,54
33887,2012,19,Ciudad Bolívar,Mujeres,92,Vejez,60 o más,63
33888,2012,19,Ciudad Bolívar,Mujeres,93,Vejez,60 o más,44
33889,2012,19,Ciudad Bolívar,Mujeres,94,Vejez,60 o más,39
33890,2012,19,Ciudad Bolívar,Mujeres,95,Vejez,60 o más,21
33891,2012,19,Ciudad Bolívar,Mujeres,96,Vejez,60 o más,21
33892,2012,19,Ciudad Bolívar,Mujeres,97,Vejez,60 o más,15
33893,2012,19,Ciudad Bolívar,Mujeres,98,Vejez,60 o más,14
33894,2012,19,Ciudad Bolívar,Mujeres,99,Vejez,60 o más,7
33895,2012,19,Ciudad Bolívar,Mujeres,100,Vejez,60 o más,15
33896,2012,20,Sumapaz,Mujeres,60,Vejez,60 o más,9
33897,2012,20,Sumapaz,Mujeres,61,Vejez,60 o más,13
33898,2012,20,Sumapaz,Mujeres,62,Vejez,60 o más,9
33899,2012,20,Sumapaz,Mujeres,63,Vejez,60 o más,10
33900,2012,20,Sumapaz,Mujeres,64,Vejez,60 o más,6
33901,2012,20,Sumapaz,Mujeres,65,Vejez,60 o más,6
33902,2012,20,Sumapaz,Mujeres,66,Vejez,60 o más,6
33903,2012,20,Sumapaz,Mujeres,67,Vejez,60 o más,7
33904,2012,20,Sumapaz,Mujeres,68,Vejez,60 o más,5
33905,2012,20,Sumapaz,Mujeres,69,Vejez,60 o más,6
33906,2012,20,Sumapaz,Mujeres,70,Vejez,60 o más,7
33907,2012,20,Sumapaz,Mujeres,71,Vejez,60 o más,6
33908,2012,20,Sumapaz,Mujeres,72,Vejez,60 o más,6
33909,2012,20,Sumapaz,Mujeres,73,Vejez,60 o más,5
33910,2012,20,Sumapaz,Mujeres,74,Vejez,60 o más,3
33911,2012,20,Sumapaz,Mujeres,75,Vejez,60 o más,5
33912,2012,20,Sumapaz,Mujeres,76,Vejez,60 o más,2
33913,2012,20,Sumapaz,Mujeres,77,Vejez,60 o más,4
33914,2012,20,Sumapaz,Mujeres,78,Vejez,60 o más,3
33915,2012,20,Sumapaz,Mujeres,79,Vejez,60 o más,2
33916,2012,20,Sumapaz,Mujeres,80,Vejez,60 o más,2
33917,2012,20,Sumapaz,Mujeres,81,Vejez,60 o más,4
33918,2012,20,Sumapaz,Mujeres,82,Vejez,60 o más,2
33919,2012,20,Sumapaz,Mujeres,83,Vejez,60 o más,1
33920,2012,20,Sumapaz,Mujeres,84,Vejez,60 o más,2
33921,2012,20,Sumapaz,Mujeres,85,Vejez,60 o más,1
33922,2012,20,Sumapaz,Mujeres,86,Vejez,60 o más,1
33923,2012,20,Sumapaz,Mujeres,87,Vejez,60 o más,1
33924,2012,20,Sumapaz,Mujeres,88,Vejez,60 o más,2
33925,2012,20,Sumapaz,Mujeres,89,Vejez,60 o más,0
33926,2012,20,Sumapaz,Mujeres,90,Vejez,60 o más,0
33927,2012,20,Sumapaz,Mujeres,91,Vejez,60 o más,0
33928,2012,20,Sumapaz,Mujeres,92,Vejez,60 o más,0
33929,2012,20,Sumapaz,Mujeres,93,Vejez,60 o más,0
33930,2012,20,Sumapaz,Mujeres,94,Vejez,60 o más,0
33931,2012,20,Sumapaz,Mujeres,95,Vejez,60 o más,0
33932,2012,20,Sumapaz,Mujeres,96,Vejez,60 o más,0
33933,2012,20,Sumapaz,Mujeres,97,Vejez,60 o más,0
33934,2012,20,Sumapaz,Mujeres,98,Vejez,60 o más,0
33935,2012,20,Sumapaz,Mujeres,99,Vejez,60 o más,1
33936,2012,20,Sumapaz,Mujeres,100,Vejez,60 o más,1
33937,2013,0,Bogotá,Hombres,6,Infancia,00 a 11,53048
33938,2013,0,Bogotá,Hombres,7,Infancia,00 a 11,53706
33939,2013,0,Bogotá,Hombres,8,Infancia,00 a 11,54175
33940,2013,0,Bogotá,Hombres,9,Infancia,00 a 11,55021
33941,2013,0,Bogotá,Hombres,10,Infancia,00 a 11,55990
33942,2013,0,Bogotá,Hombres,11,Infancia,00 a 11,57089
33943,2013,1,Usaquén,Hombres,6,Infancia,00 a 11,3002
33944,2013,1,Usaquén,Hombres,7,Infancia,00 a 11,3089
33945,2013,1,Usaquén,Hombres,8,Infancia,00 a 11,3121
33946,2013,1,Usaquén,Hombres,9,Infancia,00 a 11,3077
33947,2013,1,Usaquén,Hombres,10,Infancia,00 a 11,3211
33948,2013,1,Usaquén,Hombres,11,Infancia,00 a 11,3175
33949,2013,2,Chapinero,Hombres,6,Infancia,00 a 11,647
33950,2013,2,Chapinero,Hombres,7,Infancia,00 a 11,703
33951,2013,2,Chapinero,Hombres,8,Infancia,00 a 11,689
33952,2013,2,Chapinero,Hombres,9,Infancia,00 a 11,686
33953,2013,2,Chapinero,Hombres,10,Infancia,00 a 11,673
33954,2013,2,Chapinero,Hombres,11,Infancia,00 a 11,686
33955,2013,3,Santa Fe,Hombres,6,Infancia,00 a 11,721
33956,2013,3,Santa Fe,Hombres,7,Infancia,00 a 11,749
33957,2013,3,Santa Fe,Hombres,8,Infancia,00 a 11,733
33958,2013,3,Santa Fe,Hombres,9,Infancia,00 a 11,725
33959,2013,3,Santa Fe,Hombres,10,Infancia,00 a 11,769
33960,2013,3,Santa Fe,Hombres,11,Infancia,00 a 11,771
33961,2013,4,San Cristóbal,Hombres,6,Infancia,00 a 11,3131
33962,2013,4,San Cristóbal,Hombres,7,Infancia,00 a 11,3166
33963,2013,4,San Cristóbal,Hombres,8,Infancia,00 a 11,3195
33964,2013,4,San Cristóbal,Hombres,9,Infancia,00 a 11,3256
33965,2013,4,San Cristóbal,Hombres,10,Infancia,00 a 11,3424
33966,2013,4,San Cristóbal,Hombres,11,Infancia,00 a 11,3413
33967,2013,5,Usme,Hombres,6,Infancia,00 a 11,3231
33968,2013,5,Usme,Hombres,7,Infancia,00 a 11,3291
33969,2013,5,Usme,Hombres,8,Infancia,00 a 11,3262
33970,2013,5,Usme,Hombres,9,Infancia,00 a 11,3385
33971,2013,5,Usme,Hombres,10,Infancia,00 a 11,3465
33972,2013,5,Usme,Hombres,11,Infancia,00 a 11,3454
33973,2013,6,Tunjuelito,Hombres,6,Infancia,00 a 11,1282
33974,2013,6,Tunjuelito,Hombres,7,Infancia,00 a 11,1272
33975,2013,6,Tunjuelito,Hombres,8,Infancia,00 a 11,1303
33976,2013,6,Tunjuelito,Hombres,9,Infancia,00 a 11,1351
33977,2013,6,Tunjuelito,Hombres,10,Infancia,00 a 11,1348
33978,2013,6,Tunjuelito,Hombres,11,Infancia,00 a 11,1380
33979,2013,7,Bosa,Hombres,6,Infancia,00 a 11,5808
33980,2013,7,Bosa,Hombres,7,Infancia,00 a 11,5785
33981,2013,7,Bosa,Hombres,8,Infancia,00 a 11,5903
33982,2013,7,Bosa,Hombres,9,Infancia,00 a 11,5987
33983,2013,7,Bosa,Hombres,10,Infancia,00 a 11,5992
33984,2013,7,Bosa,Hombres,11,Infancia,00 a 11,6188
33985,2013,8,Kennedy,Hombres,6,Infancia,00 a 11,7517
33986,2013,8,Kennedy,Hombres,7,Infancia,00 a 11,7632
33987,2013,8,Kennedy,Hombres,8,Infancia,00 a 11,7801
33988,2013,8,Kennedy,Hombres,9,Infancia,00 a 11,7857
33989,2013,8,Kennedy,Hombres,10,Infancia,00 a 11,7925
33990,2013,8,Kennedy,Hombres,11,Infancia,00 a 11,8201
33991,2013,9,Fontibón,Hombres,6,Infancia,00 a 11,2314
33992,2013,9,Fontibón,Hombres,7,Infancia,00 a 11,2394
33993,2013,9,Fontibón,Hombres,8,Infancia,00 a 11,2415
33994,2013,9,Fontibón,Hombres,9,Infancia,00 a 11,2487
33995,2013,9,Fontibón,Hombres,10,Infancia,00 a 11,2517
33996,2013,9,Fontibón,Hombres,11,Infancia,00 a 11,2571
33997,2013,10,Engativá,Hombres,6,Infancia,00 a 11,5229
33998,2013,10,Engativá,Hombres,7,Infancia,00 a 11,5160
33999,2013,10,Engativá,Hombres,8,Infancia,00 a 11,5296
34000,2013,10,Engativá,Hombres,9,Infancia,00 a 11,5376
34001,2013,10,Engativá,Hombres,10,Infancia,00 a 11,5444
34002,2013,10,Engativá,Hombres,11,Infancia,00 a 11,5633
34003,2013,11,Suba,Hombres,6,Infancia,00 a 11,7779
34004,2013,11,Suba,Hombres,7,Infancia,00 a 11,7943
34005,2013,11,Suba,Hombres,8,Infancia,00 a 11,7847
34006,2013,11,Suba,Hombres,9,Infancia,00 a 11,8052
34007,2013,11,Suba,Hombres,10,Infancia,00 a 11,8180
34008,2013,11,Suba,Hombres,11,Infancia,00 a 11,8357
34009,2013,12,Barrios Unidos,Hombres,6,Infancia,00 a 11,858
34010,2013,12,Barrios Unidos,Hombres,7,Infancia,00 a 11,805
34011,2013,12,Barrios Unidos,Hombres,8,Infancia,00 a 11,798
34012,2013,12,Barrios Unidos,Hombres,9,Infancia,00 a 11,793
34013,2013,12,Barrios Unidos,Hombres,10,Infancia,00 a 11,872
34014,2013,12,Barrios Unidos,Hombres,11,Infancia,00 a 11,838
34015,2013,13,Teusaquillo,Hombres,6,Infancia,00 a 11,596
34016,2013,13,Teusaquillo,Hombres,7,Infancia,00 a 11,598
34017,2013,13,Teusaquillo,Hombres,8,Infancia,00 a 11,588
34018,2013,13,Teusaquillo,Hombres,9,Infancia,00 a 11,616
34019,2013,13,Teusaquillo,Hombres,10,Infancia,00 a 11,614
34020,2013,13,Teusaquillo,Hombres,11,Infancia,00 a 11,649
34021,2013,14,Los Mártires,Hombres,6,Infancia,00 a 11,474
34022,2013,14,Los Mártires,Hombres,7,Infancia,00 a 11,461
34023,2013,14,Los Mártires,Hombres,8,Infancia,00 a 11,463
34024,2013,14,Los Mártires,Hombres,9,Infancia,00 a 11,453
34025,2013,14,Los Mártires,Hombres,10,Infancia,00 a 11,475
34026,2013,14,Los Mártires,Hombres,11,Infancia,00 a 11,501
34027,2013,15,Antonio Nariño,Hombres,6,Infancia,00 a 11,533
34028,2013,15,Antonio Nariño,Hombres,7,Infancia,00 a 11,562
34029,2013,15,Antonio Nariño,Hombres,8,Infancia,00 a 11,571
34030,2013,15,Antonio Nariño,Hombres,9,Infancia,00 a 11,578
34031,2013,15,Antonio Nariño,Hombres,10,Infancia,00 a 11,575
34032,2013,15,Antonio Nariño,Hombres,11,Infancia,00 a 11,606
34033,2013,16,Puente Aranda,Hombres,6,Infancia,00 a 11,1444
34034,2013,16,Puente Aranda,Hombres,7,Infancia,00 a 11,1512
34035,2013,16,Puente Aranda,Hombres,8,Infancia,00 a 11,1495
34036,2013,16,Puente Aranda,Hombres,9,Infancia,00 a 11,1558
34037,2013,16,Puente Aranda,Hombres,10,Infancia,00 a 11,1589
34038,2013,16,Puente Aranda,Hombres,11,Infancia,00 a 11,1653
34039,2013,17,La Candelaria,Hombres,6,Infancia,00 a 11,87
34040,2013,17,La Candelaria,Hombres,7,Infancia,00 a 11,91
34041,2013,17,La Candelaria,Hombres,8,Infancia,00 a 11,96
34042,2013,17,La Candelaria,Hombres,9,Infancia,00 a 11,100
34043,2013,17,La Candelaria,Hombres,10,Infancia,00 a 11,100
34044,2013,17,La Candelaria,Hombres,11,Infancia,00 a 11,100
34045,2013,18,Rafael Uribe Uribe,Hombres,6,Infancia,00 a 11,2779
34046,2013,18,Rafael Uribe Uribe,Hombres,7,Infancia,00 a 11,2882
34047,2013,18,Rafael Uribe Uribe,Hombres,8,Infancia,00 a 11,2923
34048,2013,18,Rafael Uribe Uribe,Hombres,9,Infancia,00 a 11,2939
34049,2013,18,Rafael Uribe Uribe,Hombres,10,Infancia,00 a 11,2964
34050,2013,18,Rafael Uribe Uribe,Hombres,11,Infancia,00 a 11,3031
34051,2013,19,Ciudad Bolívar,Hombres,6,Infancia,00 a 11,5582
34052,2013,19,Ciudad Bolívar,Hombres,7,Infancia,00 a 11,5581
34053,2013,19,Ciudad Bolívar,Hombres,8,Infancia,00 a 11,5634
34054,2013,19,Ciudad Bolívar,Hombres,9,Infancia,00 a 11,5702
34055,2013,19,Ciudad Bolívar,Hombres,10,Infancia,00 a 11,5817
34056,2013,19,Ciudad Bolívar,Hombres,11,Infancia,00 a 11,5850
34057,2013,20,Sumapaz,Hombres,6,Infancia,00 a 11,34
34058,2013,20,Sumapaz,Hombres,7,Infancia,00 a 11,30
34059,2013,20,Sumapaz,Hombres,8,Infancia,00 a 11,42
34060,2013,20,Sumapaz,Hombres,9,Infancia,00 a 11,43
34061,2013,20,Sumapaz,Hombres,10,Infancia,00 a 11,36
34062,2013,20,Sumapaz,Hombres,11,Infancia,00 a 11,32
34063,2013,0,Bogotá,Hombres,0,Primera Infancia,00 a 11,51173
34064,2013,0,Bogotá,Hombres,1,Primera Infancia,00 a 11,51209
34065,2013,0,Bogotá,Hombres,2,Primera Infancia,00 a 11,51371
34066,2013,0,Bogotá,Hombres,3,Primera Infancia,00 a 11,51632
34067,2013,0,Bogotá,Hombres,4,Primera Infancia,00 a 11,52012
34068,2013,0,Bogotá,Hombres,5,Primera Infancia,00 a 11,52489
34069,2013,1,Usaquén,Hombres,0,Primera Infancia,00 a 11,2986
34070,2013,1,Usaquén,Hombres,1,Primera Infancia,00 a 11,2943
34071,2013,1,Usaquén,Hombres,2,Primera Infancia,00 a 11,2965
34072,2013,1,Usaquén,Hombres,3,Primera Infancia,00 a 11,2962
34073,2013,1,Usaquén,Hombres,4,Primera Infancia,00 a 11,2998
34074,2013,1,Usaquén,Hombres,5,Primera Infancia,00 a 11,3027
34075,2013,2,Chapinero,Hombres,0,Primera Infancia,00 a 11,810
34076,2013,2,Chapinero,Hombres,1,Primera Infancia,00 a 11,829
34077,2013,2,Chapinero,Hombres,2,Primera Infancia,00 a 11,776
34078,2013,2,Chapinero,Hombres,3,Primera Infancia,00 a 11,747
34079,2013,2,Chapinero,Hombres,4,Primera Infancia,00 a 11,698
34080,2013,2,Chapinero,Hombres,5,Primera Infancia,00 a 11,707
34081,2013,3,Santa Fe,Hombres,0,Primera Infancia,00 a 11,727
34082,2013,3,Santa Fe,Hombres,1,Primera Infancia,00 a 11,719
34083,2013,3,Santa Fe,Hombres,2,Primera Infancia,00 a 11,726
34084,2013,3,Santa Fe,Hombres,3,Primera Infancia,00 a 11,724
34085,2013,3,Santa Fe,Hombres,4,Primera Infancia,00 a 11,744
34086,2013,3,Santa Fe,Hombres,5,Primera Infancia,00 a 11,757
34087,2013,4,San Cristóbal,Hombres,0,Primera Infancia,00 a 11,3014
34088,2013,4,San Cristóbal,Hombres,1,Primera Infancia,00 a 11,3081
34089,2013,4,San Cristóbal,Hombres,2,Primera Infancia,00 a 11,3066
34090,2013,4,San Cristóbal,Hombres,3,Primera Infancia,00 a 11,3071
34091,2013,4,San Cristóbal,Hombres,4,Primera Infancia,00 a 11,3083
34092,2013,4,San Cristóbal,Hombres,5,Primera Infancia,00 a 11,3093
34093,2013,5,Usme,Hombres,0,Primera Infancia,00 a 11,3175
34094,2013,5,Usme,Hombres,1,Primera Infancia,00 a 11,3109
34095,2013,5,Usme,Hombres,2,Primera Infancia,00 a 11,3134
34096,2013,5,Usme,Hombres,3,Primera Infancia,00 a 11,3122
34097,2013,5,Usme,Hombres,4,Primera Infancia,00 a 11,3189
34098,2013,5,Usme,Hombres,5,Primera Infancia,00 a 11,3169
34099,2013,6,Tunjuelito,Hombres,0,Primera Infancia,00 a 11,1381
34100,2013,6,Tunjuelito,Hombres,1,Primera Infancia,00 a 11,1304
34101,2013,6,Tunjuelito,Hombres,2,Primera Infancia,00 a 11,1278
34102,2013,6,Tunjuelito,Hombres,3,Primera Infancia,00 a 11,1225
34103,2013,6,Tunjuelito,Hombres,4,Primera Infancia,00 a 11,1233
34104,2013,6,Tunjuelito,Hombres,5,Primera Infancia,00 a 11,1267
34105,2013,7,Bosa,Hombres,0,Primera Infancia,00 a 11,5320
34106,2013,7,Bosa,Hombres,1,Primera Infancia,00 a 11,5486
34107,2013,7,Bosa,Hombres,2,Primera Infancia,00 a 11,5398
34108,2013,7,Bosa,Hombres,3,Primera Infancia,00 a 11,5562
34109,2013,7,Bosa,Hombres,4,Primera Infancia,00 a 11,5463
34110,2013,7,Bosa,Hombres,5,Primera Infancia,00 a 11,5600
34111,2013,8,Kennedy,Hombres,0,Primera Infancia,00 a 11,6922
34112,2013,8,Kennedy,Hombres,1,Primera Infancia,00 a 11,7081
34113,2013,8,Kennedy,Hombres,2,Primera Infancia,00 a 11,7317
34114,2013,8,Kennedy,Hombres,3,Primera Infancia,00 a 11,7411
34115,2013,8,Kennedy,Hombres,4,Primera Infancia,00 a 11,7505
34116,2013,8,Kennedy,Hombres,5,Primera Infancia,00 a 11,7592
34117,2013,9,Fontibón,Hombres,0,Primera Infancia,00 a 11,2254
34118,2013,9,Fontibón,Hombres,1,Primera Infancia,00 a 11,2179
34119,2013,9,Fontibón,Hombres,2,Primera Infancia,00 a 11,2212
34120,2013,9,Fontibón,Hombres,3,Primera Infancia,00 a 11,2260
34121,2013,9,Fontibón,Hombres,4,Primera Infancia,00 a 11,2317
34122,2013,9,Fontibón,Hombres,5,Primera Infancia,00 a 11,2362
34123,2013,10,Engativá,Hombres,0,Primera Infancia,00 a 11,4493
34124,2013,10,Engativá,Hombres,1,Primera Infancia,00 a 11,4616
34125,2013,10,Engativá,Hombres,2,Primera Infancia,00 a 11,4875
34126,2013,10,Engativá,Hombres,3,Primera Infancia,00 a 11,4905
34127,2013,10,Engativá,Hombres,4,Primera Infancia,00 a 11,5081
34128,2013,10,Engativá,Hombres,5,Primera Infancia,00 a 11,5023
34129,2013,11,Suba,Hombres,0,Primera Infancia,00 a 11,7558
